nid,region,tmo,less,alphabet,more,day,month,year,captcha,mobile,email,manufactureDateYear,manufactureDateMonth,vehicleManufacturerName,vehicleModel,engineModel,engineNumber,chassisNumber,vehicleWeight,seatCapacity,engineDisplacement,ownershipType,vehicleType,enginePowerValue,enginePowerUnit,enginePowerRpm,typeOfOwner,firstName,lastName,nationality,citizenshipIssuingDateDay,citizenshipIssuingDateMonth,citizenshipIssuingDateYear,citizenshipIssuingDistrict,citizenshipNumber,panNumber,address,financedBy,representativeFirstName,representativeLastName,representativeNationality,representativeCitizenshipIssuingDateDay,representativeCitizenshipIssuingDateMonth,representativeCitizenshipIssuingDateYear,representativeCitizenshipIssuingDistrict,representativeCitizenshipNumber,representativePanNumber,nameOfOrganization,organizationPanNumber,representativeAddress,representativeFinancedBy,formFragment
लु-५५५-क-१२३३,लु,,५५५,क,१२३३,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२३४,लु,,५५५,क,१२३४,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२३५,लु,,५५५,क,१२३५,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२३६,लु,,५५५,क,१२३६,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२३७,लु,,५५५,क,१२३७,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२३८,लु,,५५५,क,१२३८,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२३९,लु,,५५५,क,१२३९,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२४०,लु,,५५५,क,१२४०,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२४१,लु,,५५५,क,१२४१,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२४२,लु,,५५५,क,१२४२,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२४३,लु,,५५५,क,१२४३,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२४४,लु,,५५५,क,१२४४,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२४५,लु,,५५५,क,१२४५,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२४६,लु,,५५५,क,१२४६,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२४७,लु,,५५५,क,१२४७,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२४८,लु,,५५५,क,१२४८,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२४९,लु,,५५५,क,१२४९,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२५०,लु,,५५५,क,१२५०,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२५१,लु,,५५५,क,१२५१,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२५२,लु,,५५५,क,१२५२,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२५३,लु,,५५५,क,१२५३,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२५४,लु,,५५५,क,१२५४,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२५५,लु,,५५५,क,१२५५,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२५६,लु,,५५५,क,१२५६,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२५७,लु,,५५५,क,१२५७,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२५८,लु,,५५५,क,१२५८,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२५९,लु,,५५५,क,१२५९,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२६०,लु,,५५५,क,१२६०,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२६१,लु,,५५५,क,१२६१,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२६२,लु,,५५५,क,१२६२,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२६३,लु,,५५५,क,१२६३,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२६४,लु,,५५५,क,१२६४,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२६५,लु,,५५५,क,१२६५,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२६६,लु,,५५५,क,१२६६,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२६७,लु,,५५५,क,१२६७,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२६८,लु,,५५५,क,१२६८,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२६९,लु,,५५५,क,१२६९,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२७०,लु,,५५५,क,१२७०,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२७१,लु,,५५५,क,१२७१,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२७२,लु,,५५५,क,१२७२,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२७३,लु,,५५५,क,१२७३,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२७४,लु,,५५५,क,१२७४,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२७५,लु,,५५५,क,१२७५,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२७६,लु,,५५५,क,१२७६,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२७७,लु,,५५५,क,१२७७,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२७८,लु,,५५५,क,१२७८,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२७९,लु,,५५५,क,१२७९,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२८०,लु,,५५५,क,१२८०,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२८१,लु,,५५५,क,१२८१,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२८२,लु,,५५५,क,१२८२,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२८३,लु,,५५५,क,१२८३,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२८४,लु,,५५५,क,१२८४,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२८५,लु,,५५५,क,१२८५,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२८६,लु,,५५५,क,१२८६,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२८७,लु,,५५५,क,१२८७,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२८८,लु,,५५५,क,१२८८,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२८९,लु,,५५५,क,१२८९,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२९०,लु,,५५५,क,१२९०,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२९१,लु,,५५५,क,१२९१,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२९२,लु,,५५५,क,१२९२,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२९३,लु,,५५५,क,१२९३,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२९४,लु,,५५५,क,१२९४,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२९५,लु,,५५५,क,१२९५,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२९६,लु,,५५५,क,१२९६,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२९७,लु,,५५५,क,१२९७,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२९८,लु,,५५५,क,१२९८,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१२९९,लु,,५५५,क,१२९९,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१३००,लु,,५५५,क,१३००,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१३०१,लु,,५५५,क,१३०१,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१३०२,लु,,५५५,क,१३०२,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१३०३,लु,,५५५,क,१३०३,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१३०४,लु,,५५५,क,१३०४,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१३०५,लु,,५५५,क,१३०५,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१३०६,लु,,५५५,क,१३०६,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१३०७,लु,,५५५,क,१३०७,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१३०८,लु,,५५५,क,१३०८,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१३०९,लु,,५५५,क,१३०९,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१३१०,लु,,५५५,क,१३१०,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१३११,लु,,५५५,क,१३११,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१३१२,लु,,५५५,क,१३१२,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१३१३,लु,,५५५,क,१३१३,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१३१४,लु,,५५५,क,१३१४,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१३१५,लु,,५५५,क,१३१५,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१३१६,लु,,५५५,क,१३१६,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१३१७,लु,,५५५,क,१३१७,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१३१८,लु,,५५५,क,१३१८,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१३१९,लु,,५५५,क,१३१९,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१३२०,लु,,५५५,क,१३२०,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१३२१,लु,,५५५,क,१३२१,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१३२२,लु,,५५५,क,१३२२,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१३२३,लु,,५५५,क,१३२३,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
